age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed
32,blue-collar,single,professional.course,no,yes,no,cellular,jul,fri,165,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
50,technician,married,professional.course,unknown,no,yes,cellular,jul,tue,106,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
34,blue-collar,married,unknown,no,yes,no,telephone,jul,thu,15,25,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1
48,blue-collar,married,professional.course,no,yes,no,cellular,jul,thu,12,5,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1
31,self-employed,married,university.degree,no,no,no,cellular,aug,tue,201,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
36,admin.,divorced,university.degree,no,yes,no,cellular,aug,tue,112,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
39,technician,married,high.school,no,yes,no,cellular,jul,thu,123,3,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1
37,housemaid,married,high.school,unknown,yes,no,cellular,aug,thu,481,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
30,technician,single,high.school,unknown,no,no,cellular,aug,mon,339,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
60,retired,divorced,basic.4y,no,yes,no,cellular,jul,tue,600,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
31,technician,single,basic.9y,no,yes,no,cellular,jul,mon,227,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
28,blue-collar,married,basic.4y,unknown,no,yes,cellular,jul,thu,29,8,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1
28,blue-collar,single,unknown,no,yes,no,cellular,jul,thu,25,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1
46,blue-collar,single,basic.6y,unknown,yes,yes,cellular,jul,mon,341,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
30,blue-collar,married,high.school,unknown,yes,no,cellular,aug,mon,148,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
35,blue-collar,married,basic.9y,no,no,no,cellular,jul,fri,156,3,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1
37,admin.,single,professional.course,no,no,no,cellular,aug,tue,223,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
40,blue-collar,married,basic.4y,unknown,yes,no,cellular,jul,thu,91,15,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
45,admin.,married,university.degree,no,no,no,cellular,jul,tue,345,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
27,housemaid,married,high.school,no,yes,no,cellular,jul,fri,189,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
39,services,married,high.school,no,no,no,cellular,jul,wed,111,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
37,admin.,single,university.degree,no,no,no,cellular,aug,fri,89,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
39,services,single,high.school,no,yes,no,cellular,jul,thu,91,5,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1
35,technician,married,professional.course,no,no,no,cellular,aug,mon,189,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
56,technician,married,professional.course,unknown,no,yes,cellular,aug,thu,190,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
45,admin.,married,high.school,no,yes,no,cellular,jul,fri,172,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
40,housemaid,married,basic.4y,unknown,no,no,cellular,jul,fri,504,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
29,unemployed,married,university.degree,no,no,no,cellular,jul,thu,509,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1
35,services,married,unknown,unknown,yes,yes,cellular,jul,tue,174,9,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
42,admin.,married,basic.9y,unknown,no,yes,cellular,jul,tue,336,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
58,retired,married,basic.4y,unknown,no,no,cellular,jul,tue,70,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
47,blue-collar,single,basic.9y,unknown,yes,no,cellular,jul,wed,72,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1
39,admin.,single,high.school,no,no,no,cellular,jul,thu,9,6,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1
31,admin.,married,university.degree,no,yes,no,cellular,aug,mon,244,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1
52,management,married,university.degree,no,yes,no,cellular,aug,tue,439,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
37,services,married,high.school,no,yes,no,cellular,jul,tue,520,7,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
27,admin.,single,professional.course,unknown,yes,no,cellular,jul,thu,114,2,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1
35,technician,single,professional.course,no,yes,no,cellular,aug,mon,184,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1
38,blue-collar,married,basic.9y,no,no,no,cellular,jul,thu,69,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1
35,admin.,married,high.school,no,no,no,cellular,jul,thu,66,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1
45,entrepreneur,divorced,professional.course,no,yes,no,cellular,jul,tue,211,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
37,technician,married,professional.course,no,yes,no,cellular,jul,fri,314,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
34,blue-collar,married,basic.6y,unknown,yes,no,cellular,jul,tue,126,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
31,student,single,university.degree,no,yes,no,cellular,jul,thu,324,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1
34,technician,single,professional.course,no,yes,no,cellular,aug,tue,110,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
33,self-employed,married,basic.9y,unknown,yes,no,cellular,jul,thu,151,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
36,admin.,married,university.degree,no,no,no,cellular,jul,mon,58,11,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
35,admin.,single,unknown,no,yes,no,cellular,jul,tue,95,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
37,blue-collar,married,basic.4y,unknown,yes,no,cellular,jul,fri,97,3,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1
51,housemaid,married,basic.4y,unknown,no,yes,cellular,aug,thu,126,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
32,admin.,married,university.degree,no,yes,no,cellular,aug,fri,79,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
38,blue-collar,single,basic.9y,unknown,yes,no,cellular,jul,mon,191,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
34,technician,divorced,university.degree,no,no,no,cellular,jul,thu,91,10,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
35,blue-collar,married,basic.6y,no,no,no,cellular,jul,fri,165,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
30,technician,single,university.degree,unknown,yes,no,cellular,aug,thu,108,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
27,technician,single,university.degree,no,yes,no,cellular,jul,wed,593,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
34,admin.,married,university.degree,unknown,no,no,cellular,aug,wed,388,2,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1
32,admin.,married,high.school,no,yes,yes,cellular,jul,thu,23,22,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1
60,retired,married,university.degree,unknown,no,no,cellular,aug,mon,430,2,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1
35,blue-collar,married,basic.9y,no,yes,no,cellular,jul,thu,55,14,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1
50,admin.,divorced,basic.9y,no,yes,no,cellular,jul,mon,97,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
33,services,married,high.school,no,yes,no,cellular,jul,fri,82,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
43,admin.,married,high.school,no,yes,no,cellular,jul,wed,25,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
31,admin.,divorced,high.school,no,no,no,cellular,jul,thu,128,6,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
47,blue-collar,married,basic.6y,no,no,no,cellular,aug,tue,56,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
34,admin.,married,university.degree,no,no,no,cellular,jul,wed,198,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1
42,self-employed,married,university.degree,no,no,no,cellular,jul,mon,84,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
41,self-employed,married,university.degree,no,no,no,cellular,aug,thu,314,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
23,management,single,university.degree,no,no,no,cellular,jul,thu,1584,2,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1
38,management,married,university.degree,no,yes,no,cellular,jul,tue,646,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
31,admin.,single,high.school,no,no,no,cellular,jul,mon,133,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
28,admin.,married,high.school,unknown,no,no,cellular,jul,tue,60,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
41,self-employed,married,university.degree,no,yes,no,cellular,aug,tue,92,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
32,management,married,university.degree,no,yes,no,cellular,aug,wed,343,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
31,technician,married,professional.course,no,no,no,cellular,aug,thu,87,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
51,admin.,married,professional.course,no,yes,no,cellular,jul,thu,132,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
39,blue-collar,married,basic.6y,no,no,no,cellular,jul,thu,298,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
33,admin.,married,university.degree,no,no,no,cellular,jul,fri,384,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1
51,housemaid,divorced,high.school,no,yes,yes,cellular,jul,thu,460,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
36,technician,single,professional.course,no,no,no,cellular,aug,wed,275,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1
31,admin.,single,high.school,no,yes,no,cellular,aug,thu,144,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
33,services,married,high.school,no,no,no,telephone,jul,wed,139,4,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
34,technician,married,professional.course,no,yes,no,cellular,jul,thu,11,3,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1
31,housemaid,married,basic.4y,no,no,no,cellular,aug,thu,235,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
33,technician,married,university.degree,no,yes,no,cellular,jul,thu,42,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
35,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,fri,157,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
55,self-employed,married,unknown,unknown,no,no,cellular,jul,mon,136,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
30,services,married,high.school,no,yes,no,cellular,jul,fri,812,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
48,blue-collar,married,basic.9y,no,yes,no,cellular,aug,tue,335,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
34,admin.,married,university.degree,unknown,unknown,unknown,telephone,jul,wed,171,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
53,blue-collar,married,high.school,no,yes,no,cellular,jul,tue,118,7,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
26,blue-collar,married,basic.9y,no,yes,no,cellular,jul,thu,106,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1
33,technician,married,high.school,no,no,no,cellular,aug,thu,152,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
54,retired,married,high.school,no,no,no,cellular,aug,wed,543,4,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1
53,services,married,high.school,no,yes,no,cellular,aug,fri,236,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
37,housemaid,married,university.degree,unknown,no,yes,cellular,aug,mon,103,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
31,technician,single,high.school,no,yes,yes,cellular,aug,wed,113,2,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1
36,blue-collar,married,basic.4y,unknown,no,no,cellular,jul,tue,1615,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
45,self-employed,married,basic.4y,unknown,unknown,unknown,cellular,aug,tue,104,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
31,unemployed,single,university.degree,no,yes,no,cellular,aug,mon,55,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
40,blue-collar,married,professional.course,no,no,no,cellular,jul,mon,102,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
39,admin.,married,university.degree,unknown,no,no,telephone,jul,thu,94,12,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1
37,management,married,university.degree,no,yes,no,cellular,aug,tue,263,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
39,technician,single,university.degree,no,yes,no,cellular,aug,wed,224,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1
38,blue-collar,married,basic.9y,no,no,no,cellular,jul,fri,610,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1
42,admin.,married,university.degree,no,no,no,cellular,aug,wed,21,5,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1
44,technician,divorced,university.degree,unknown,no,no,cellular,jul,mon,154,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
32,blue-collar,married,basic.4y,no,no,yes,telephone,jul,tue,605,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
56,retired,married,basic.4y,unknown,yes,no,cellular,aug,wed,102,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1
36,self-employed,single,university.degree,no,no,no,cellular,jul,mon,195,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
43,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,mon,24,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
34,technician,single,university.degree,no,yes,yes,cellular,jul,thu,1065,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
39,admin.,single,high.school,no,no,no,cellular,jul,mon,419,7,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
36,self-employed,single,university.degree,no,no,no,cellular,jul,wed,540,6,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
46,technician,married,professional.course,no,yes,no,cellular,jul,fri,13,9,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
28,blue-collar,single,basic.9y,no,no,no,cellular,jul,fri,53,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
50,admin.,single,university.degree,no,yes,no,cellular,aug,wed,88,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1
38,entrepreneur,married,basic.9y,no,no,yes,telephone,jul,fri,129,4,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1
43,technician,single,university.degree,no,yes,no,cellular,jul,thu,272,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1
31,blue-collar,married,basic.6y,no,no,no,cellular,aug,tue,132,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
40,blue-collar,married,basic.9y,no,yes,no,cellular,jul,fri,106,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
46,admin.,married,professional.course,no,yes,no,cellular,aug,fri,75,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
38,blue-collar,married,unknown,no,yes,yes,cellular,jul,wed,225,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
46,self-employed,married,basic.9y,unknown,yes,yes,cellular,aug,wed,102,3,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1
30,unemployed,married,high.school,no,yes,no,cellular,jul,tue,383,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
34,admin.,single,university.degree,unknown,yes,no,cellular,aug,wed,184,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1
27,unemployed,single,university.degree,no,yes,no,cellular,jul,tue,272,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
39,blue-collar,married,high.school,no,yes,no,cellular,jul,mon,84,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
30,housemaid,married,basic.6y,no,yes,no,cellular,aug,mon,249,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
33,technician,married,professional.course,no,no,no,cellular,aug,fri,335,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
41,admin.,married,high.school,no,no,no,cellular,jul,mon,339,8,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
57,self-employed,married,basic.9y,no,no,no,cellular,aug,wed,139,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
44,technician,divorced,professional.course,unknown,yes,yes,cellular,aug,wed,418,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
55,blue-collar,married,basic.9y,no,no,no,cellular,jul,fri,357,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
47,admin.,single,university.degree,no,no,no,cellular,jul,tue,108,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
50,blue-collar,married,basic.4y,no,yes,no,cellular,aug,thu,198,4,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
39,technician,married,professional.course,no,yes,no,cellular,aug,thu,110,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
42,technician,divorced,professional.course,no,yes,yes,cellular,jul,mon,154,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
31,admin.,married,high.school,no,no,no,cellular,aug,thu,155,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
45,unemployed,married,high.school,no,yes,no,cellular,jul,mon,99,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
58,unemployed,divorced,high.school,no,no,no,cellular,jul,mon,377,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
46,admin.,married,university.degree,no,yes,no,cellular,aug,wed,73,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
25,management,married,basic.6y,no,no,no,cellular,jul,wed,192,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1
33,technician,married,professional.course,no,yes,no,cellular,aug,tue,940,10,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
49,technician,married,professional.course,no,yes,no,cellular,jul,thu,92,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
30,technician,single,university.degree,no,no,no,cellular,jul,mon,89,20,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
42,blue-collar,single,basic.6y,unknown,no,no,telephone,jul,tue,126,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
27,admin.,single,professional.course,no,no,no,cellular,jul,tue,448,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
39,technician,divorced,professional.course,no,yes,no,cellular,aug,tue,1134,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
33,admin.,single,university.degree,no,no,no,cellular,aug,wed,159,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
39,technician,married,university.degree,no,yes,no,cellular,jul,wed,141,8,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
41,services,married,professional.course,no,no,yes,cellular,jul,fri,146,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
39,admin.,divorced,high.school,no,yes,no,cellular,jul,mon,58,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
45,blue-collar,married,basic.6y,unknown,yes,yes,cellular,aug,wed,165,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1
49,management,married,university.degree,no,yes,no,telephone,jul,fri,150,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
49,management,married,university.degree,no,unknown,unknown,cellular,aug,wed,178,4,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1
29,admin.,single,university.degree,no,no,no,cellular,aug,mon,716,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
38,technician,single,professional.course,no,yes,no,cellular,jul,thu,72,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
30,admin.,single,university.degree,no,yes,no,cellular,jul,tue,282,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
44,services,married,high.school,unknown,yes,no,cellular,aug,tue,157,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
34,admin.,married,high.school,unknown,no,no,cellular,jul,wed,241,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1
30,blue-collar,married,basic.6y,unknown,yes,no,cellular,jul,fri,50,4,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1
39,services,divorced,high.school,no,no,yes,cellular,jul,thu,481,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
51,admin.,single,university.degree,no,no,no,telephone,jul,fri,163,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
25,technician,divorced,high.school,no,yes,no,cellular,jul,thu,237,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
36,blue-collar,single,high.school,no,no,no,cellular,jul,thu,288,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1
31,housemaid,married,basic.4y,no,yes,no,cellular,aug,thu,248,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
47,services,married,high.school,unknown,yes,no,cellular,aug,wed,277,2,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1
35,technician,single,university.degree,no,no,no,cellular,aug,tue,218,4,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
30,services,single,high.school,no,yes,yes,cellular,jul,wed,87,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
58,retired,married,basic.4y,no,no,no,cellular,jul,tue,114,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
28,services,married,high.school,no,yes,yes,telephone,jul,wed,79,8,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
31,blue-collar,married,basic.4y,unknown,yes,no,cellular,jul,wed,790,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
34,admin.,unknown,university.degree,no,yes,no,cellular,jul,thu,243,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1
54,admin.,single,university.degree,no,yes,no,cellular,aug,wed,104,9,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
58,unknown,married,high.school,unknown,no,no,cellular,jul,wed,258,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
47,admin.,married,high.school,unknown,yes,no,cellular,jul,fri,247,4,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1
57,retired,divorced,high.school,no,yes,no,cellular,jul,thu,162,6,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
47,technician,single,high.school,no,no,no,cellular,aug,mon,160,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
60,retired,divorced,professional.course,no,no,no,cellular,jul,mon,131,7,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
36,technician,married,high.school,no,yes,no,cellular,aug,mon,61,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
56,management,married,university.degree,no,no,yes,telephone,jul,wed,154,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
42,management,married,basic.9y,no,yes,no,cellular,jul,thu,253,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1
59,admin.,divorced,high.school,no,yes,yes,cellular,jul,mon,44,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
45,admin.,married,high.school,no,yes,yes,cellular,jul,mon,283,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
47,admin.,single,university.degree,no,no,no,cellular,aug,mon,549,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
58,admin.,married,university.degree,no,yes,no,cellular,aug,fri,124,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
48,blue-collar,married,basic.4y,unknown,yes,yes,cellular,jul,fri,269,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
36,technician,single,professional.course,no,yes,no,cellular,aug,mon,86,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
51,blue-collar,married,basic.9y,unknown,yes,no,cellular,aug,tue,107,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
42,admin.,married,high.school,no,no,no,cellular,jul,wed,189,6,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
31,blue-collar,single,basic.9y,no,no,no,cellular,aug,wed,38,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1
53,housemaid,married,basic.4y,unknown,no,no,cellular,jul,tue,165,20,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
52,admin.,divorced,university.degree,no,no,no,cellular,aug,wed,559,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
33,blue-collar,married,basic.4y,no,yes,no,cellular,jul,fri,286,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
23,management,single,university.degree,no,yes,no,cellular,jul,thu,134,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1
53,blue-collar,married,basic.4y,no,yes,no,cellular,aug,mon,182,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
27,blue-collar,single,basic.9y,no,yes,no,cellular,jul,thu,818,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1
58,admin.,divorced,basic.9y,no,no,no,telephone,jul,wed,231,5,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1
27,admin.,single,high.school,no,yes,no,cellular,jul,thu,5,3,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1
50,management,married,university.degree,no,yes,no,cellular,jul,tue,98,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
29,technician,married,high.school,no,no,no,telephone,aug,mon,133,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
53,blue-collar,married,basic.6y,no,no,no,cellular,jul,wed,86,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
43,unemployed,divorced,basic.9y,no,no,no,cellular,jul,mon,117,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
23,student,single,high.school,unknown,unknown,unknown,cellular,jul,tue,125,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
56,management,married,basic.6y,unknown,no,no,cellular,jul,mon,175,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
28,technician,single,university.degree,no,yes,no,cellular,jul,wed,115,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
55,admin.,married,high.school,no,yes,no,cellular,jul,mon,700,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
55,admin.,married,university.degree,unknown,no,yes,cellular,aug,wed,308,2,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1
